	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FAF1	FAF1	926.694266648878	3.26332751364647	0.419776459589115	7.77396502138466	7.60667520444438e-15	1.01632175375243e-13
GOR1	GOR1	612.918444033156	-3.46432252411334	0.445838409855624	-7.77035456688262	7.82667289319258e-15	1.04331703796411e-13
PAN5	PAN5	263.009006164004	3.7474886781141	0.482929862715519	7.75990256026401	8.4994661693977e-15	1.13040955095056e-13
RPL14B	RPL14B	2141.1973859677	3.04206917697215	0.392415990703587	7.75215396171251	9.03467543989084e-15	1.19884780038004e-13
FUI1	FUI1	1295.63464153599	3.8061410944701	0.491041786822775	7.7511551900649	9.10603162726872e-15	1.2055639138425e-13
RPL21B	RPL21B	3670.61299242762	3.79475890431209	0.489706848806738	7.74904192898	9.25884455578193e-15	1.22023593102505e-13
NHP6B	NHP6B	362.322347579144	-3.51333658324275	0.453374134335541	-7.74930971391178	9.23934189027538e-15	1.22023593102505e-13
ATP16	ATP16	1617.37797001032	-3.21032912541587	0.414311595754046	-7.74858622909908	9.29212616255937e-15	1.22185152164695e-13
DDI1	DDI1	478.231936856308	-3.51397990637221	0.453726281109192	-7.74471317328552	9.57978492926549e-15	1.25683318304494e-13
DIM1	DIM1	792.245640398281	3.39507215324738	0.438894499145389	7.73550855583342	1.029905733403e-14	1.34815588345456e-13
ATP3	ATP3	2903.90233514372	-3.04704157419468	0.394050790610384	-7.73261124403484	1.0536267775817e-14	1.37610760254041e-13
RPL9A	RPL9A	3247.56398595532	4.67979106541364	0.605915746558344	7.72350131515029	1.13176981618594e-14	1.47485340172033e-13
IDH2	IDH2	1761.20766076679	-4.01247930492489	0.519567099541552	-7.72273553977026	1.13859252015818e-14	1.48042499489023e-13
ESF1	ESF1	1051.07385061268	3.28271639383597	0.425125899915579	7.72175112005137	1.1474227263384e-14	1.48857609050866e-13
YMR103C	YMR103C	181.640421945304	-4.13782073516169	0.536307394473553	-7.71539005018463	1.20612798730192e-14	1.56125074881932e-13
COX6	COX6	2069.80124987418	-3.08301510886413	0.399894815765602	-7.70956508391256	1.26247226724044e-14	1.63055307048921e-13
ILV3	ILV3	3116.67877418688	3.31876519460538	0.43078964191686	7.70391131002607	1.31963454321999e-14	1.70060220957751e-13
RPL7B	RPL7B	1504.17465732628	3.65439675465934	0.47461234869466	7.69975068012903	1.36331969005328e-14	1.75301195544019e-13
BUD17	BUD17	214.984112835698	3.87436763508943	0.503401948382278	7.69636996348547	1.39986120632516e-14	1.79602501791652e-13
RPS19A	RPS19A	3086.16971619105	3.85009220316976	0.500614172479437	7.69073752766738	1.46289268402066e-14	1.87276041399297e-13
RPL11B	RPL11B	2059.50380428374	3.58396528277517	0.466087420773603	7.68947009302798	1.47745665040591e-14	1.88724792355146e-13
KAP123	KAP123	1113.89349068842	3.12656104690095	0.406685082193568	7.6879167291728	1.49550087047608e-14	1.90610768842259e-13
COR1	COR1	2935.11495588734	-3.02127601210092	0.393046955316769	-7.68680680827556	1.50852659483086e-14	1.9185025315442e-13
FIT3	FIT3	3412.52996914451	-3.02392706604059	0.393713100454966	-7.68053453783022	1.58426125981838e-14	2.01042062053808e-13
CPS1	CPS1	343.080384824474	-3.52925419553744	0.459578806106765	-7.67932321647912	1.59931251674612e-14	2.02509898634607e-13
MNN11	MNN11	344.813377186776	3.53664478300253	0.460589472618592	7.67851849260822	1.60938928589421e-14	2.03022767508499e-13
ATG41	ATG41	590.972944629347	-3.73756674051711	0.48676107670203	-7.67844209286491	1.61034920546142e-14	2.03022767508499e-13
PLB2	PLB2	280.574241315171	-3.77657792852523	0.49195755307931	-7.67663369509522	1.6332358843028e-14	2.05462488302335e-13
RPL35B	RPL35B	1449.22876028429	3.04135843859821	0.396282176387181	7.67472932122665	1.65768315716273e-14	2.08087570398051e-13
ENV9	ENV9	562.841732284751	3.23626463884161	0.421761131967599	7.67321688403054	1.67735515635214e-14	2.1010319329135e-13
TPK2	TPK2	759.316922580641	-3.45426144655988	0.450871188998053	-7.66130444980551	1.84053962710951e-14	2.29553998127907e-13
SIP4	SIP4	195.294794578111	-4.17980658778418	0.545559060480317	-7.66151071545623	1.83758543089977e-14	2.29553998127907e-13
FUM1	FUM1	2421.78928123026	-3.34281589462201	0.436635597029953	-7.65584830316228	1.92040306918987e-14	2.39001769553138e-13
HYR1	HYR1	2302.8275419985	-3.49958339976064	0.457165636394963	-7.65495724341193	1.93376570247006e-14	2.4015056117e-13
CHO1	CHO1	1707.64486418644	-3.37361560760814	0.441007070954417	-7.64979935652061	2.0129314644765e-14	2.49448990864338e-13
PMP3	PMP3	1672.8064374928	-3.14331857748674	0.411105853444568	-7.64600783751812	2.07315037318961e-14	2.5582059382119e-13
CRC1	CRC1	1054.43542452759	-4.21203164368064	0.550868352722752	-7.6461674061725	2.07058066837184e-14	2.5582059382119e-13
YNK1	YNK1	1240.52123799864	-3.11562013144402	0.40819445161207	-7.63268613558954	2.29912151352688e-14	2.83103691453775e-13
PTP3	PTP3	372.281180474626	3.45641307342304	0.452942897866384	7.63101284887056	2.32916461538116e-14	2.86196717644721e-13
ATP1	ATP1	4640.35230528928	-3.11151385672	0.407849748922425	-7.62906895233082	2.36455150387133e-14	2.89931927014771e-13
GPX1	GPX1	1258.43441672048	-3.5478490457062	0.465385723486749	-7.62345913648814	2.46966504961219e-14	3.01907510755055e-13
YLR307C-A	YLR307C-A	3624.21909653603	-4.16576029834763	0.546450658531633	-7.62330547746331	2.47260796833114e-14	3.01907510755055e-13
HCA4	HCA4	1154.71690075712	3.11888787758746	0.409231488625739	7.62132916032722	2.51076780884942e-14	3.05924161531086e-13
PRX1	PRX1	3149.18040293695	-3.51131447865692	0.460915862469729	-7.6181246178906	2.5738775255368e-14	3.12957660636399e-13
BBC1	BBC1	730.371101593484	-3.19887057027865	0.419988470185224	-7.6165675902195	2.60510204104553e-14	3.16092965815378e-13
EMP70	EMP70	412.261207065845	3.26450649423367	0.428649054828656	7.61580238533034	2.62058365005634e-14	3.17309003627655e-13
CPR6	CPR6	3815.54690961056	-3.02488219448565	0.397341000593686	-7.61281164029392	2.68196512471145e-14	3.24066139393408e-13
NOP2	NOP2	2274.44867607163	3.09296739786077	0.406373399694965	7.61114630087117	2.71675490122156e-14	3.27450911415373e-13
GPT2	GPT2	651.195919089936	-3.63726683019033	0.477900264263233	-7.61093287068552	2.72124553017249e-14	3.27450911415373e-13
YNL234W	YNL234W	310.919077348426	3.62374409983762	0.476220570358767	7.60938171382983	2.75410236088447e-14	3.30719895071499e-13
RIM11	RIM11	547.299195281917	-3.64433128359598	0.479611124146426	-7.59851283700283	2.99553147219175e-14	3.58969668378938e-13
TRZ1	TRZ1	362.638641745384	3.26926125348289	0.430267792769654	7.59820118637861	3.00275261358093e-14	3.59094612965687e-13
RPL23A	RPL23A	2278.70337234216	3.630613902358	0.478305260544891	7.59057907542552	3.1847895777523e-14	3.80082074453724e-13
YML082W	YML082W	339.731843047412	3.30149066414787	0.435399721019797	7.5826660072613	3.38525510562685e-14	4.02543206008791e-13
YAK1	YAK1	1323.69591772998	-3.39521645849845	0.447763857882271	-7.58260497967914	3.3868483781538e-14	4.02543206008791e-13
CBP4	CBP4	383.860703529328	-3.61822240287171	0.478118006879731	-7.56763466510029	3.80081089617776e-14	4.50822712828268e-13
FOB1	FOB1	247.088377358547	3.38599709000369	0.447586313885667	7.56501480263898	3.87820440155963e-14	4.59065661545104e-13
ATP15	ATP15	1476.52720718426	-3.09190254578287	0.409247023082166	-7.55510088380557	4.18535320125745e-14	4.9441611393716e-13
QCR2	QCR2	2541.44619620555	-3.01240422640172	0.3987476336949	-7.55466358129324	4.19943872446054e-14	4.95073790396849e-13
YBR071W	YBR071W	404.422561849538	-3.40179327366606	0.450654120366336	-7.54856800355171	4.40069914548098e-14	5.17750271933916e-13
UGX2	UGX2	507.044933210618	-3.87301949450008	0.513270931542388	-7.54576044831058	4.49655911591147e-14	5.27959627912675e-13
SPI1	SPI1	4425.0873448923	-3.17301998487154	0.420852463014251	-7.53950674815011	4.71752394396935e-14	5.52787281498989e-13
HFI1	HFI1	181.949827098335	3.54787149196226	0.470826890472766	7.53540539793675	4.86820016160006e-14	5.69295358938019e-13
DBP10	DBP10	1015.36348360355	3.06627171288717	0.406941865331782	7.53491339699647	4.88659025813461e-14	5.70298445387116e-13
RDL1	RDL1	2201.52180234226	-3.12806675899404	0.415216938947791	-7.53357212959792	4.93707201939689e-14	5.75035322179052e-13
BTN2	BTN2	10191.4936455579	-4.01236921972317	0.533415436839207	-7.52203431437748	5.39304244353822e-14	6.26887253636883e-13
PIN3	PIN3	2621.9271332258	-3.40112274810959	0.452226802456672	-7.52083408067229	5.44278860893583e-14	6.31406934034631e-13
LAM5	LAM5	542.167776347458	-3.36751592157307	0.447820537416616	-7.51978893375363	5.4864741580088e-14	6.3520692841329e-13
YIG1	YIG1	227.937661886551	-4.00898799206174	0.533587768913184	-7.51326815497904	5.76692302229967e-14	6.66349037884805e-13
ILV1	ILV1	963.196731605927	3.10138369572686	0.413019441619846	7.50905013953667	5.95579131466544e-14	6.8544671526407e-13
ZTA1	ZTA1	1239.71320242904	-3.13530887894263	0.417528158646932	-7.5092154002334	5.94827834013966e-14	6.8544671526407e-13
YHR138C	YHR138C	1344.95551554925	-4.13096108646902	0.550402525178747	-7.50534544718423	6.12668172426757e-14	7.03720833625358e-13
XBP1	XBP1	517.464837110315	-4.62256685310213	0.616792240093867	-7.4945282262284	6.65372487251084e-14	7.62750472564754e-13
RPS18A	RPS18A	4506.00638709043	3.20726229210714	0.428376207583609	7.48702247073598	7.04536437355966e-14	8.06056254707259e-13
TSL1	TSL1	739.000906759864	-3.42285683617571	0.457269041344392	-7.48543314043818	7.13115545842713e-14	8.14268674349283e-13
VBA4	VBA4	323.83323912657	3.24503810794549	0.433612556626845	7.48372725455476	7.22438091369138e-14	8.23296115105379e-13
REE1	REE1	490.201049211373	-3.47164102957825	0.464002973925442	-7.48193702339522	7.32350412488304e-14	8.32959021014094e-13
ROK1	ROK1	511.867726472261	3.22701575155275	0.431606139469855	7.47676053801393	7.61770374770981e-14	8.64728401986122e-13
RPL40B	RPL40B	3387.71310917917	3.43557463932712	0.459620037377125	7.47481475988867	7.73126814842908e-14	8.75908976192394e-13
TIF5	TIF5	1770.14649685344	3.24558051111321	0.434367531805251	7.47196849088704	7.9003928438612e-14	8.93328467091854e-13
YNL208W	YNL208W	4934.68185139529	-3.07351499685523	0.41144019552645	-7.47013789676669	8.01108248515993e-14	9.04085658325233e-13
SGF11	SGF11	228.887542979716	3.46665464512377	0.464568030433612	7.46210332615465	8.51520647817032e-14	9.5911589246368e-13
CDC60	CDC60	1373.85062011177	3.21009244598483	0.430336000739717	7.45950243639135	8.6849823460965e-14	9.76279240009641e-13
TMA16	TMA16	733.466145464032	3.15680065463097	0.423205782933786	7.45925689565751	8.70118111364409e-14	9.76279240009641e-13
PIC2	PIC2	450.571061944991	-3.30197936891036	0.442858178601441	-7.45606500784993	8.91447740313435e-14	9.98284059094736e-13
SRG1	SRG1	314.38568254467	-3.7791606058098	0.50688584411897	-7.4556444013118	8.94296469797157e-14	9.99548285088669e-13
RMD5	RMD5	401.38122116202	-3.82032525060171	0.512589266726613	-7.45299501684505	9.12447312490942e-14	1.01787788487473e-12
SFC1	SFC1	880.066644704213	-4.31705627636571	0.579315114382063	-7.45200007593549	9.19356729986013e-14	1.02362094150933e-12
RPL26B	RPL26B	4816.14469949254	3.82637816769722	0.513662975259575	7.44919986838373	9.39080139557809e-14	1.04358198300382e-12
IRA2	IRA2	2095.37506658427	-3.04116739918815	0.408708050793093	-7.44092853881102	9.99800239324676e-14	1.10893873873187e-12
MHO1	MHO1	4215.21246459678	-4.20749743974877	0.56563576847588	-7.43852789063532	1.01813481625463e-13	1.12712372420417e-12
FUR1	FUR1	614.89903463085	3.68230009215167	0.495284858012858	7.43471162620537	1.04796328126813e-13	1.15793965603239e-12
YMR160W	YMR160W	247.148866727952	-3.81468706319502	0.513196690554741	-7.43318718417985	1.0601171397433e-13	1.16914626493132e-12
GAR1	GAR1	1590.60755327386	3.66795119986568	0.493485473959351	7.4327440085254	1.06367634559852e-13	1.1708497955717e-12
DAP1	DAP1	586.265749876613	-3.14681018365908	0.42379352168247	-7.42533810136164	1.12492189258207e-13	1.23592552735104e-12
NCS2	NCS2	362.302650398026	3.28063161795245	0.441873457674384	7.42436903818274	1.13318802089415e-13	1.24265825989374e-12
NOP6	NOP6	883.092978466649	3.34995660717027	0.451465794455134	7.42017811385527	1.16962933867392e-13	1.28020446636023e-12
HEL2	HEL2	618.750755653938	3.05090187559632	0.411340913445145	7.41696674430898	1.19833019985493e-13	1.30915321833775e-12
AHP1	AHP1	1707.10896551879	-3.05976541289742	0.412838618464511	-7.41152904802787	1.24851443364246e-13	1.3614194912439e-12
STE12	STE12	210.384756092185	3.94521847935973	0.532387130478512	7.41043172064236	1.25888923590669e-13	1.36760079235322e-12
RMT2	RMT2	923.715771667299	3.285081326688	0.44329220591456	7.41064535504414	1.25686278666283e-13	1.36760079235322e-12
COQ5	COQ5	903.130868527528	-3.29063040571715	0.444224079006973	-7.40759126131363	1.28613976975542e-13	1.39459782496614e-12
SDH3	SDH3	2493.74290851867	-3.27984345925449	0.442782883771464	-7.40734020998728	1.28857597795021e-13	1.39463753889136e-12
BCP1	BCP1	690.796966629621	3.0169464883816	0.4075247946822	7.40309921690607	1.3304226870986e-13	1.43725216680615e-12
PNC1	PNC1	2535.71683620936	-3.12712679600821	0.423029887856413	-7.39221243173636	1.44405569143319e-13	1.55711533925968e-12
SCM4	SCM4	1526.05105406349	3.49144087353976	0.472625279230056	7.38733416720237	1.49801783909545e-13	1.61231105200421e-12
HXK1	HXK1	3133.71943610471	-4.29134029474967	0.581115128927032	-7.38466455463511	1.52838223804885e-13	1.64195149122735e-12
COQ4	COQ4	487.619600418111	-3.43631170987608	0.465356710827971	-7.38425304700588	1.53311624331963e-13	1.64399845132356e-12
URA10	URA10	1067.99588849753	-3.57893641253475	0.48506535574162	-7.37825608481745	1.60376274231527e-13	1.71658730356102e-12
YLR257W	YLR257W	2552.87755332962	-2.96515470622868	0.402394715942255	-7.36877147923132	1.72207556528997e-13	1.83983514438701e-12
SAP185	SAP185	354.22605993237	3.19348141751271	0.433613453685616	7.36481165510168	1.77397149050322e-13	1.89180225739536e-12
YGR067C	YGR067C	462.756106762578	-5.13139543341721	0.697648031482949	-7.35527830919225	1.90529724005049e-13	2.0281295895922e-12
MPM1	MPM1	1854.60179660093	-3.70038247783307	0.503228516659816	-7.35328455230317	1.93394618767179e-13	2.054862018784e-12
PXA2	PXA2	246.587468739329	-4.70623572855015	0.640166435133955	-7.35158151108839	1.95875257387295e-13	2.07742152542876e-12
ETT1	ETT1	864.285974029944	3.70219735756348	0.504314029170835	7.34105565861497	2.1191565305216e-13	2.24344950007132e-12
TMA46	TMA46	1118.57414987625	3.62490019580479	0.493825070678755	7.34045396039213	2.12870590657012e-13	2.24946158708828e-12
PRB1	PRB1	7600.31569780299	-3.95923697094969	0.539443927914253	-7.33947824059857	2.14428120063332e-13	2.26180804683863e-12
RPL16A	RPL16A	5015.95720421163	3.24262470173133	0.442164311931127	7.33352876800336	2.24170334155033e-13	2.36028619947292e-12
MAK11	MAK11	708.195332545402	3.11516722207734	0.425561228349013	7.3201387122666	2.47714764551404e-13	2.60346873702126e-12
RPL34B	RPL34B	3793.55976754347	3.1264813235589	0.427263378748738	7.31745681718607	2.52714419101805e-13	2.64644361048592e-12
COX12	COX12	1925.78014945721	-2.96217436432714	0.404807846792573	-7.31748257302181	2.52665936276022e-13	2.64644361048592e-12
TMN3	TMN3	217.977290163073	3.35265178197815	0.458214245727934	7.31677771530657	2.53996063718056e-13	2.6550811552686e-12
YJR085C	YJR085C	835.242610109608	-3.06700462604598	0.419466609861487	-7.31167762568454	2.63827465867313e-13	2.75289987723666e-12
NGL3	NGL3	728.288508900393	-3.72051600393041	0.509618835204797	-7.30058574549205	2.86517628817643e-13	2.98430189729057e-12
RPL13A	RPL13A	4025.29820853391	3.3493832165285	0.459111226007079	7.29536336033059	2.97854122916741e-13	3.09683034417191e-12
NIP1	NIP1	1212.54535265823	2.94200242649219	0.403562150688575	7.29008511197698	3.09759274804328e-13	3.20912817319564e-12
OLE1	OLE1	15755.0949230207	-3.2982488375793	0.452419618478706	-7.29024273675378	3.09397072765855e-13	3.20912817319564e-12
RPS12	RPS12	10922.991203633	3.52197461473469	0.483555352942178	7.28349834885569	3.25272906866637e-13	3.36385433222224e-12
GPB2	GPB2	430.617838349032	-3.40436653832276	0.467566332145164	-7.28103437795392	3.31270243449513e-13	3.41979157180918e-12
RPC10	RPC10	734.602952351947	3.00362066202083	0.412687300438078	7.27819988362232	3.38303838331612e-13	3.48620905741725e-12
RGI2	RGI2	10876.0588233294	-5.07318365393953	0.69719812821025	-7.27653080045224	3.42513941317499e-13	3.52334695033152e-12
SDH4	SDH4	1259.7528155464	-3.11178409097541	0.427750957672305	-7.27475657309764	3.47045681815883e-13	3.56157970921326e-12
NDE2	NDE2	689.183411484369	-4.38651974857595	0.6029914472872	-7.27459695873047	3.47456244859587e-13	3.56157970921326e-12
SEC59	SEC59	161.04552974106	3.42192192821284	0.470909295811441	7.2666264154255	3.68576288976665e-13	3.77141794283869e-12
ROM1	ROM1	412.071257570527	-3.53626253693818	0.486661200521852	-7.2663744986167	3.69263962615682e-13	3.77181397314999e-12
HAM1	HAM1	129.677435128722	3.84417895348398	0.529243111253189	7.2635408411484	3.77086511011197e-13	3.84495930174926e-12
RPA190	RPA190	2328.32875032365	2.86985256633832	0.395249951614843	7.26085494663107	3.8465126643209e-13	3.9152244492177e-12
NSE5	NSE5	250.894548595583	3.22415372497826	0.444436978076629	7.2544677513813	4.03244332408985e-13	4.09730080412766e-12
ATC1	ATC1	478.583316012647	3.07398502091664	0.42405931902303	7.2489505194666	4.20013279175831e-13	4.260239404136e-12
MRS3	MRS3	185.259543771707	3.53724870184518	0.488367962557893	7.24299907659455	4.38869899737267e-13	4.44374888026654e-12
ATP2	ATP2	6431.22747737634	-3.325736241083	0.459496808019887	-7.23777876807159	4.56092608391648e-13	4.61010476516914e-12
AGX1	AGX1	1572.3256702772	-2.94895581999332	0.407651713429893	-7.23400815657426	4.6894359102067e-13	4.73177109550718e-12
PEP12	PEP12	1437.34977216675	-3.21192428831976	0.444047959263343	-7.23328239960433	4.71457600328968e-13	4.74889354092195e-12
SDH2	SDH2	1815.97089208847	-3.52851147637787	0.487874052615089	-7.23242291215211	4.74451969310462e-13	4.77078693015987e-12
SAC6	SAC6	2726.87945993441	-2.88264531493356	0.399202393852289	-7.22101209643594	5.1602062306063e-13	5.17981323182795e-12
PST1	PST1	1062.39563648082	-2.97023811726132	0.411443835491996	-7.21906092895903	5.23477988181713e-13	5.24561046088295e-12
MRX9	MRX9	462.791028776238	-3.45708627886952	0.479436299763946	-7.21073118696193	5.56522228464519e-13	5.5575724945632e-12
PDH1	PDH1	1938.84549204417	-4.66232832875631	0.646561997660049	-7.210953235157	5.55615356184024e-13	5.5575724945632e-12
BTS1	BTS1	146.248690198904	3.46366095206029	0.480400234165575	7.20994850903113	5.59730385718542e-13	5.58002230153716e-12
RPS13	RPS13	7739.85127114842	3.3173170337403	0.460192136624342	7.20854784280733	5.65517028521413e-13	5.62805645507954e-12
YER156C	YER156C	640.682841138696	3.04075588482303	0.422157677886263	7.20289134630466	5.89489470521505e-13	5.84660887827814e-12
NCE102	NCE102	5751.34240970096	-2.85793000478479	0.396775038417099	-7.20289768274301	5.8946206616751e-13	5.84660887827814e-12
RPS18B	RPS18B	5000.47543588398	3.14345070076797	0.436565763668065	7.20040590072024	6.00335763493764e-13	5.94403996154303e-12
GRX1	GRX1	2672.53926578526	-2.85790330062447	0.397115093551828	-7.19666249666605	6.17042424501442e-13	6.09906559728296e-12
YNL162W-A	YNL162W-A	152.109886223655	3.75527814312529	0.521885095491874	7.19560335323614	6.21851611740473e-13	6.13616564929648e-12
RPL18B	RPL18B	2276.51090324822	2.81563918017755	0.391507515562242	7.19178832655108	6.39481193628822e-13	6.29943169045884e-12
PGK1	PGK1	27448.9476657952	-2.79473329423265	0.38866066259361	-7.19067701779448	6.44708295981458e-13	6.34017701564168e-12
DUS3	DUS3	1063.43440219685	3.29403891814193	0.458391668564355	7.18607938154413	6.66782863073099e-13	6.5461858111163e-12
LCB1	LCB1	647.783009216292	3.2393098110351	0.450794092681751	7.18578584684774	6.6821713413086e-13	6.54920401950853e-12
CAT8	CAT8	561.754502357344	-4.07057308428695	0.567042135740547	-7.17860777483644	7.04248638154333e-13	6.89072909924744e-12
RER2	RER2	288.375171889175	3.17066012402126	0.441714194039813	7.17808068385386	7.06968375489902e-13	6.90571461907111e-12
ATG19	ATG19	993.495627812917	-3.48727775012947	0.486337917501711	-7.17048295975647	7.47336483386284e-13	7.28778463329041e-12
NNR2	NNR2	859.870900632973	-3.47852452374854	0.485413057208613	-7.16611239044934	7.71574379463275e-13	7.51154153005118e-12
EMW1	EMW1	447.038019056248	3.57990366525923	0.49965553426876	7.16474334763124	7.79324181073569e-13	7.57430123812639e-12
THI7	THI7	710.843885292521	3.80487816281546	0.531131413456973	7.163722699154	7.8515147499539e-13	7.6181976171506e-12
LSB3	LSB3	720.764807864323	-2.97792441625004	0.415892273513405	-7.16032637753261	8.04852076371572e-13	7.79633377978596e-12
TRM112	TRM112	433.680187584059	3.1199006224622	0.436152862208557	7.15322744109459	8.476099057298e-13	8.19685319817238e-12
MRL1	MRL1	239.553200392859	3.22218567571684	0.450909381582566	7.14597169038238	8.93614767274205e-13	8.6273904109596e-12
RPL37A	RPL37A	2652.9004836179	3.47307034277896	0.487409541461172	7.12556904890963	1.03651552835781e-12	9.99042827664281e-12
COX4	COX4	2573.64904186457	-2.96555894805295	0.416253554344313	-7.12440510622025	1.04531177626959e-12	1.00585298736405e-11
PPT1	PPT1	382.189087948051	3.90944241229576	0.548927296840423	7.12196758076736	1.06397086951963e-12	1.0221154865534e-11
RPL27B	RPL27B	3474.5994120589	3.35392601382841	0.471026407066374	7.12046280954221	1.07565255652517e-12	1.0316324519017e-11
UTP20	UTP20	770.764145316239	2.89587037097663	0.407013607100139	7.11492274572566	1.11975539096476e-12	1.07216117500613e-11
WRS1	WRS1	822.546525176012	3.41910021101356	0.480585187411615	7.114451923557	1.12358425234506e-12	1.07405784122196e-11
YGK3	YGK3	220.565581672435	3.28399578123998	0.462017667148481	7.10794416479443	1.17784187766549e-12	1.12407503990014e-11
YPT53	YPT53	465.856965599595	-3.70392348468902	0.521436311547029	-7.10330946017165	1.21804241361563e-12	1.16053483736624e-11
FIT2	FIT2	611.854050579923	-3.62757733560577	0.511138396935526	-7.09705503901587	1.27443315074127e-12	1.2122758546822e-11
PDR16	PDR16	433.650513134997	3.07969876663174	0.434080718607065	7.09476057014069	1.29575619106085e-12	1.23054493177216e-11
URA8	URA8	1051.9809848445	-2.92284126669427	0.412057843052618	-7.09327905286599	1.30970985999185e-12	1.24176732565622e-11
ATX2	ATX2	62.7874886630254	4.47360725896242	0.631288523526845	7.08647011982657	1.3757590348263e-12	1.300044977964e-11
GCD10	GCD10	665.136867221813	3.19040921177429	0.450224933954063	7.08625616034808	1.3778866249584e-12	1.300044977964e-11
YBR085C-A	YBR085C-A	4941.9652910939	-3.02134296928262	0.426349545550227	-7.08653967341144	1.37506809591812e-12	1.300044977964e-11
MDH3	MDH3	2936.2230906088	-3.13331951197975	0.442584123710147	-7.07960214594547	1.44568906042588e-12	1.36180629160376e-11
YPS6	YPS6	188.379595074636	-3.96191561885717	0.55965700260026	-7.07918528750547	1.45004401349307e-12	1.36369835055367e-11
YCT1	YCT1	315.107335154093	-3.29667900391111	0.466242185685519	-7.07074371458683	1.54105522680602e-12	1.44694878484598e-11
MXR2	MXR2	321.133762344736	-3.31391068822424	0.468799391399958	-7.06893129346443	1.5613142217353e-12	1.46360617043961e-11
PUT1	PUT1	1695.53036196596	-4.16744074454849	0.589699931337142	-7.06705312835773	1.58258374691053e-12	1.48115567424219e-11
RPL16B	RPL16B	6004.84403056671	3.53397920978988	0.50062819016283	7.05908951839178	1.6759708349812e-12	1.56603577056443e-11
YJL193W	YJL193W	124.33693511604	3.50423492989362	0.496469832597569	7.05830384810933	1.68547199143765e-12	1.57238574867345e-11
RRT14	RRT14	812.424895377577	2.88628478010365	0.409112942500875	7.05498281833867	1.72622051176747e-12	1.60781948948598e-11
GCD14	GCD14	491.595090071754	2.92196820724424	0.414405632965457	7.05098573669196	1.77654707879114e-12	1.65204665950946e-11
RPS24B	RPS24B	2605.28422331688	2.95697427031367	0.419484768388734	7.04906230963184	1.80127483706235e-12	1.67012064793653e-11
SDH8	SDH8	1219.81393759248	-3.46387312171574	0.491397331839672	-7.04902712586542	1.8017302929391e-12	1.67012064793653e-11
ACS1	ACS1	4928.80427820113	-4.98502345165338	0.707553562052968	-7.04543616060575	1.84881461279749e-12	1.71103670853169e-11
RPL42A	RPL42A	2063.41479396775	3.41064473727266	0.484217347327908	7.043623604346	1.87303691855575e-12	1.73069802395009e-11
YAT1	YAT1	1948.25572770189	-4.48843328525796	0.637396333661164	-7.04182476148974	1.8973836585166e-12	1.75041171798389e-11
PSE1	PSE1	1308.86352005345	2.83236301448985	0.402241433524819	7.04145017998274	1.90249241004556e-12	1.75234324678048e-11
CYB2	CYB2	3580.88816452202	-3.31188268824977	0.470690744343045	-7.03621800099819	1.97527816645082e-12	1.81650580750192e-11
CWC2	CWC2	159.704069628253	3.58086509056329	0.508994284541215	7.03517740634538	1.99007633156229e-12	1.82722332370301e-11
RPS0B	RPS0B	6929.91804185305	3.22216332158989	0.458076918056775	7.03410976317854	2.00537216481756e-12	1.83836325266872e-11
SIP2	SIP2	630.105726084141	-3.00747135280936	0.427636828214875	-7.03276975784274	2.02473333557727e-12	1.85318899942914e-11
RRP45	RRP45	386.08798429441	3.38846132057349	0.481946086288998	7.03078916288076	2.05368633418485e-12	1.87673348652238e-11
YJR120W	YJR120W	221.706188308842	-3.52947421064154	0.502715981464162	-7.02081163276715	2.20583077201488e-12	2.01260415179757e-11
FAA2	FAA2	1534.78168163335	-4.11284235065231	0.586269584460509	-7.01527498554609	2.29497134296709e-12	2.09065414503522e-11
MRX12	MRX12	416.013459471684	3.00907660061511	0.42905758906121	7.01322311347309	2.32889613030677e-12	2.11823854606306e-11
RPS30B	RPS30B	1880.31438794119	2.89259411545535	0.412601909323534	7.01061737740815	2.37268789678728e-12	2.15469719626995e-11
PKP2	PKP2	347.035485826029	-3.76006097022668	0.536496359487802	-7.00854890015739	2.40802463493827e-12	2.18337584684262e-11
NNR1	NNR1	833.173836608015	-3.85751185008398	0.550940035338285	-7.00169093305302	2.5289148112388e-12	2.28941633690341e-11
INO1	INO1	26345.6453325806	-4.13205890538688	0.590185733189522	-7.00128565130866	2.53624233876761e-12	2.2924790782142e-11
IDH1	IDH1	1380.66658968968	-3.6955484730316	0.528081550224511	-6.99806397602881	2.59523589777345e-12	2.34216009904648e-11
COX7	COX7	2211.96837895965	-3.16764113090311	0.452804761611691	-6.99560031044807	2.64125525813474e-12	2.37999621089599e-11
ALG13	ALG13	177.198765808172	-3.97293196629195	0.568217059987044	-6.99192658239183	2.71136768838208e-12	2.43939148682301e-11
DUN1	DUN1	159.93591669432	-3.97016706654087	0.567878951240627	-6.99122067804656	2.72504726968347e-12	2.4479095411747e-11
OTU1	OTU1	354.186072598994	-3.22374758906925	0.461274929846716	-6.98877693210102	2.77292890862971e-12	2.48707759520924e-11
UBP15	UBP15	470.895583172186	-3.27568965335336	0.4690803423633	-6.98321664227055	2.88497003719096e-12	2.58358179601754e-11
